IATI_Identifier,Title,Description,Reporting_Organization,Reporting_Org_Ref,Reporting_Org_Type,Activity_Status,Activity_Status_Code,Start_Date,End_Date,Total_Budget,Default_Currency,Recipient_Country,Recipient_Country_Percentage,Recipient_Region,Sectors,Sector_Codes,Participating_Organizations,Participating_Org_Refs,Participating_Org_Roles,Locations,Contact_Email,Contact_Telephone,Contact_Organization,Contact_Address,Document_Links,Document_Categories,Policy_Markers,Collaboration_Type,Default_Flow_Type,Default_Finance_Type,Default_Aid_Type,Default_Tied_Status,Activity_Scope,Hierarchy,Language,Project_URL
GB-1-114133-114,Accountable Grant Save the Children: Emergency Health Services and Livelihoods Support for IDPS in Host Communities in NWFP,"This activity Accountable Grant Save the Children: Emergency Health Services and Livelihoods Support for IDPS in Host Communities in NWFP is a component of Humanitarian Assistance to Those Affected By Conflict and Floods reported by FCDO with a funding type of 105 -  Humanitarian assistance and a budget of £536,288. It works in the following sector(s): Material relief assistance and services.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2008-09-01,2011-07-31,536288.0,GBP,PK,100.0,,Material relief assistance and services,72010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1; GB-GOV-1,1; 2,,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,3,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-114133-114/summary
GB-1-114133-115,Ag Early Recovery: Concern-Supporting Early Recovery for Conflict Affected Families in Swat and BUNER,"This activity Ag Early Recovery: Concern-Supporting Early Recovery for Conflict Affected Families in Swat and BUNER is a component of Humanitarian Assistance to Those Affected By Conflict and Floods reported by FCDO with a funding type of 105 -  Humanitarian assistance and a budget of £750,000. It works in the following sector(s): Immediate post-emergency reconstruction and rehabilitation, Relief co-ordination and support services.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2008-09-01,2011-09-30,750000.0,GBP,PK,100.0,,Immediate post-emergency reconstruction and rehabilitation; Relief co-ordination and support services,73010; 72050,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1; GB-GOV-1,1; 2,,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,3,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-114133-115/summary
GB-1-114133-123,Ag Save the Children:Emergency Health Services and Protection Support for IDPS in Host Communities in NWFP,"This activity Ag Save the Children:Emergency Health Services and Protection Support for IDPS in Host Communities in NWFP is a component of Humanitarian Assistance to Those Affected By Conflict and Floods reported by FCDO with a funding type of 105 -  Humanitarian assistance and a budget of £300,000. It works in the following sector(s): Material relief assistance and services.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2008-09-01,2011-10-31,300000.0,GBP,PK,100.0,,Material relief assistance and services,72010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1; GB-GOV-1,1; 2,,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,3,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-114133-123/summary
GB-1-114133-124,OCHA Real Time Evaluation,"This activity OCHA Real Time Evaluation is a component of Humanitarian Assistance to Those Affected By Conflict and Floods reported by FCDO with a funding type of 105 -  Humanitarian assistance and a budget of £13,972. It works in the following sector(s): Relief co-ordination and support services.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2008-09-01,2012-09-30,13972.0,GBP,PK,100.0,,Relief co-ordination and support services,72050,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); United Nations Office for the Coordination of Humanitarian Affairs (OCHA)",GB-GOV-1; GB-GOV-1; XM-DAC-41127,1; 2; 4,,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-114133-124/summary
GB-1-114133-116,Ag Early Recovery: International Rescue Committee- KALAY YOZAI – Home Together,"This activity Ag Early Recovery: International Rescue Committee- KALAY YOZAI – Home Together is a component of Humanitarian Assistance to Those Affected By Conflict and Floods reported by FCDO with a funding type of 105 -  Humanitarian assistance and a budget of £565,231. It works in the following sector(s): Immediate post-emergency reconstruction and rehabilitation, Material relief assistance and services.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2008-09-01,2011-09-30,565231.0,GBP,PK,100.0,,Immediate post-emergency reconstruction and rehabilitation; Material relief assistance and services,73010; 72010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1; GB-GOV-1,1; 2,,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,3,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-114133-116/summary
GB-1-114133-117,"Ag Early Recovery: Save the Children-Economic Relief and Farming Based Livelihood Support for Conflict-Affected Households of Swat, BUNER and Fata to Restore and Revive Their Income Sources","This activity Ag Early Recovery: Save the Children-Economic Relief and Farming Based Livelihood Support for Conflict-Affected Households of Swat, BUNER and Fata to Restore and Revive Their Income Sources is a component of Humanitarian Assistance to Those Affected By Conflict and Floods reported by FCDO with a funding type of 105 -  Humanitarian assistance and a budget of £3,000,000. It works in the following sector(s): Immediate post-emergency reconstruction and rehabilitation.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2008-09-01,2011-10-31,3000000.0,GBP,PK,100.0,,Immediate post-emergency reconstruction and rehabilitation,73010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1; GB-GOV-1,1; 2,,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,3,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-114133-117/summary
GB-1-114133-118,Ag Early Recovery: Acted-Integrated HUMANISTARIAN Aid to Areas of Returnees and Displacement,"This activity Ag Early Recovery: Acted-Integrated HUMANISTARIAN Aid to Areas of Returnees and Displacement is a component of Humanitarian Assistance to Those Affected By Conflict and Floods reported by FCDO with a funding type of 105 -  Humanitarian assistance and a budget of £2,587,569. It works in the following sector(s): Material relief assistance and services.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2008-09-01,2011-11-30,2587569.0,GBP,PK,100.0,,Material relief assistance and services,72010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1; GB-GOV-1,1; 2,,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,3,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-114133-118/summary
GB-1-114133-122,Ag International Medical Corps UK-Comprehensive Health Care and Protection Services for Conflict Affected IDPS and Host Families,"This activity Ag International Medical Corps UK-Comprehensive Health Care and Protection Services for Conflict Affected IDPS and Host Families is a component of Humanitarian Assistance to Those Affected By Conflict and Floods reported by FCDO with a funding type of 105 -  Humanitarian assistance and a budget of £474,953. It works in the following sector(s): Material relief assistance and services.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2008-09-01,2012-09-30,474953.0,GBP,PK,100.0,,Material relief assistance and services,72010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); International Medical Corps UK",GB-GOV-1; GB-GOV-1; 21000,1; 2; 4,,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,3,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-114133-122/summary
GB-1-114133-125,Multilateral Support to UNESCO for Humanitarian Assistance to Those Affected By Conflict in NWFP,"This activity Multilateral Support to UNESCO for Humanitarian Assistance to Those Affected By Conflict in NWFP is a component of Humanitarian Assistance to Those Affected By Conflict and Floods reported by FCDO with a funding type of 105 -  Humanitarian assistance and a budget of £97,114. It works in the following sector(s): Material relief assistance and services, Immediate post-emergency reconstruction and rehabilitation.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2008-09-01,2012-07-31,97114.0,GBP,PK,100.0,,Material relief assistance and services; Immediate post-emergency reconstruction and rehabilitation,72010; 73010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1; GB-GOV-1,1; 2,,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-114133-125/summary
GB-1-114133-130,Support to WFP for Food Security and Market Assessment,"This activity Support to WFP for Food Security and Market Assessment is a component of Humanitarian Assistance to Those Affected By Conflict and Floods reported by FCDO with a funding type of 105 -  Humanitarian assistance and a budget of £84,375. It works in the following sector(s): Emergency food assistance.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2008-09-01,2011-09-30,84375.0,GBP,PK,100.0,,Emergency food assistance,72040,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO)",GB-GOV-1; GB-GOV-1,1; 2,,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-114133-130/summary
GB-1-114133-131,OCHA Emergency Relief Fund for non food priority humanitarian interventions including support for returning IDPs,"This activity OCHA Emergency Relief Fund for non food priority humanitarian interventions including support for returning IDPs is a component of Humanitarian Assistance to Those Affected By Conflict and Floods reported by FCDO with a funding type of 105 -  Humanitarian assistance and a budget of £5,000,000. It works in the following sector(s): Material relief assistance and services.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2008-09-01,2012-09-30,5000000.0,GBP,PK,100.0,,Material relief assistance and services,72010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); United Nations Office for the Coordination of Humanitarian Affairs (OCHA)",GB-GOV-1; GB-GOV-1; XM-DAC-41127,1; 2; 4,,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-114133-131/summary
GB-1-114133-132,Support to UNHCR for Temporary Shelter Needs in Federally Administered Tribal Areas (Fata),"This activity Support to UNHCR for Temporary Shelter Needs in Federally Administered Tribal Areas (Fata) is a component of Humanitarian Assistance to Those Affected By Conflict and Floods reported by FCDO with a funding type of 105 -  Humanitarian assistance and a budget of £1,000,000. It works in the following sector(s): Material relief assistance and services.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2008-09-01,2012-06-30,1000000.0,GBP,PK,100.0,,Material relief assistance and services,72010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); United Nations High Commissioner for Refugees (UNHCR)",GB-GOV-1; GB-GOV-1; XM-DAC-41121,1; 2; 4,,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-114133-132/summary
GB-1-114133-133,Floods Humanitarian Support to UNICEF- Wash,"This activity Floods Humanitarian Support to UNICEF- Wash is a component of Humanitarian Assistance to Those Affected By Conflict and Floods reported by FCDO with a funding type of 105 -  Humanitarian assistance and a budget of £5,000,000. It works in the following sector(s): Material relief assistance and services.","UK - Foreign, Commonwealth Development Office (FCDO)",GB-GOV-1,10,Closed,4,2008-09-01,2012-09-30,5000000.0,GBP,PK,100.0,,Material relief assistance and services,72010,"Foreign, Commonwealth and Development Office (FCDO); Foreign, Commonwealth and Development Office (FCDO); United Nations Children's Fund (UNICEF)",GB-GOV-1; GB-GOV-1; 41122,1; 2; 4,,enquiry@fcdo.gov.uk,+44 (0) 1355 84 3132,"UK - Foreign, Commonwealth Development Office (FCDO)","Public Enquiry Point, Abercrombie House, Eaglesham Road, East Kilbride, Glasgow G75 8EA",,,,1,10,110,C01,5,4,2,en,https://devtracker.fcdo.gov.uk/projects/GB-1-114133-133/summary
